V04YHL_vamb.15881/V04YHL_vamb.15881.txt:tRNA: 31
V0N1JE_maxbin.033/V0N1JE_maxbin.033.txt:tRNA: 45
V137O7_vamb.192542/V137O7_vamb.192542.txt:tRNA: 33
V1BPF7_metabat.81/V1BPF7_metabat.81.txt:tRNA: 37
V1T1XL_maxbin.051/V1T1XL_maxbin.051.txt:tRNA: 43
V23PXU_maxbin.096_sub/V23PXU_maxbin.096_sub.txt:tRNA: 44
V23PXU_vamb.184126_sub/V23PXU_vamb.184126_sub.txt:tRNA: 44
V23PXU_vamb.263341_sub/V23PXU_vamb.263341_sub.txt:tRNA: 31
V2906Q_metabat.86/V2906Q_metabat.86.txt:tRNA: 30
V2E7YL_vamb.245422/V2E7YL_vamb.245422.txt:tRNA: 44
V2E7YL_vamb.268543/V2E7YL_vamb.268543.txt:tRNA: 29
V2O859_maxbin.020/V2O859_maxbin.020.txt:tRNA: 44
V2O859_metabat.41/V2O859_metabat.41.txt:tRNA: 44
V2PIKN_maxbin.083_sub/V2PIKN_maxbin.083_sub.txt:tRNA: 32
V2PPRV_vamb.197985/V2PPRV_vamb.197985.txt:tRNA: 30
V2VJWP_metabat.120/V2VJWP_metabat.120.txt:tRNA: 19
V32MIP_maxbin.070/V32MIP_maxbin.070.txt:tRNA: 44
V3I3JQ_maxbin.043/V3I3JQ_maxbin.043.txt:tRNA: 48
V3NRFY_maxbin.009/V3NRFY_maxbin.009.txt:tRNA: 43
V3SIEJ_metabat.102_sub/V3SIEJ_metabat.102_sub.txt:tRNA: 20
V3TLP0_maxbin.016/V3TLP0_maxbin.016.txt:tRNA: 33
V4AA4Y_maxbin.210_sub/V4AA4Y_maxbin.210_sub.txt:tRNA: 30
V4ALXV_maxbin.245_sub/V4ALXV_maxbin.245_sub.txt:tRNA: 28
V4ALXV_metabat.120/V4ALXV_metabat.120.txt:tRNA: 31
V4BF1X_vamb.32977/V4BF1X_vamb.32977.txt:tRNA: 43
V4HFBS_maxbin.038/V4HFBS_maxbin.038.txt:tRNA: 42
V4HFBS_maxbin.043/V4HFBS_maxbin.043.txt:tRNA: 50
V4HFBS_maxbin.089/V4HFBS_maxbin.089.txt:tRNA: 49
V4J3DG_maxbin.109_sub/V4J3DG_maxbin.109_sub.txt:tRNA: 35
V4J3DG_vamb.219797/V4J3DG_vamb.219797.txt:tRNA: 35
V4JH2B_maxbin.095/V4JH2B_maxbin.095.txt:tRNA: 39
V4L9I1_metabat.169/V4L9I1_metabat.169.txt:tRNA: 31
V4LPYS_vamb.55663/V4LPYS_vamb.55663.txt:tRNA: 48
V549I8_metabat.10/V549I8_metabat.10.txt:tRNA: 43
V549I8_metabat.171/V549I8_metabat.171.txt:tRNA: 32
V5RT3Y_vamb.462/V5RT3Y_vamb.462.txt:tRNA: 43
V60HX3_maxbin.042/V60HX3_maxbin.042.txt:tRNA: 42
V66SVJ_maxbin.012/V66SVJ_maxbin.012.txt:tRNA: 42
V6FAO7_vamb.156067/V6FAO7_vamb.156067.txt:tRNA: 44
V6PGJM_vamb.30806/V6PGJM_vamb.30806.txt:tRNA: 41
V6SZC7_metabat.120/V6SZC7_metabat.120.txt:tRNA: 43
V6WFKS_vamb.24139/V6WFKS_vamb.24139.txt:tRNA: 43
V7FW1R_metabat.79/V7FW1R_metabat.79.txt:tRNA: 43
V7HAZ8_vamb.8294/V7HAZ8_vamb.8294.txt:tRNA: 43
V7IKOL_maxbin.064/V7IKOL_maxbin.064.txt:tRNA: 43
V7LAPG_vamb.49862/V7LAPG_vamb.49862.txt:tRNA: 31
