V04YHL_vamb.15881/V04YHL_vamb.15881.txt:CDS: 1728
V0N1JE_maxbin.033/V0N1JE_maxbin.033.txt:CDS: 1908
V137O7_vamb.192542/V137O7_vamb.192542.txt:CDS: 1739
V1BPF7_metabat.81/V1BPF7_metabat.81.txt:CDS: 1523
V1T1XL_maxbin.051/V1T1XL_maxbin.051.txt:CDS: 1607
V23PXU_maxbin.096_sub/V23PXU_maxbin.096_sub.txt:CDS: 1878
V23PXU_vamb.184126_sub/V23PXU_vamb.184126_sub.txt:CDS: 1767
V23PXU_vamb.263341_sub/V23PXU_vamb.263341_sub.txt:CDS: 1475
V2906Q_metabat.86/V2906Q_metabat.86.txt:CDS: 1523
V2E7YL_vamb.245422/V2E7YL_vamb.245422.txt:CDS: 1915
V2E7YL_vamb.268543/V2E7YL_vamb.268543.txt:CDS: 1484
V2O859_maxbin.020/V2O859_maxbin.020.txt:CDS: 1478
V2O859_metabat.41/V2O859_metabat.41.txt:CDS: 1849
V2PIKN_maxbin.083_sub/V2PIKN_maxbin.083_sub.txt:CDS: 1693
V2PPRV_vamb.197985/V2PPRV_vamb.197985.txt:CDS: 1523
V2VJWP_metabat.120/V2VJWP_metabat.120.txt:CDS: 1396
V32MIP_maxbin.070/V32MIP_maxbin.070.txt:CDS: 1882
V3I3JQ_maxbin.043/V3I3JQ_maxbin.043.txt:CDS: 1958
V3NRFY_maxbin.009/V3NRFY_maxbin.009.txt:CDS: 1643
V3SIEJ_metabat.102_sub/V3SIEJ_metabat.102_sub.txt:CDS: 1280
V3TLP0_maxbin.016/V3TLP0_maxbin.016.txt:CDS: 1819
V4AA4Y_maxbin.210_sub/V4AA4Y_maxbin.210_sub.txt:CDS: 2521
V4ALXV_maxbin.245_sub/V4ALXV_maxbin.245_sub.txt:CDS: 2058
V4ALXV_metabat.120/V4ALXV_metabat.120.txt:CDS: 1756
V4BF1X_vamb.32977/V4BF1X_vamb.32977.txt:CDS: 1863
V4HFBS_maxbin.038/V4HFBS_maxbin.038.txt:CDS: 1973
V4HFBS_maxbin.043/V4HFBS_maxbin.043.txt:CDS: 1552
V4HFBS_maxbin.089/V4HFBS_maxbin.089.txt:CDS: 1962
V4J3DG_maxbin.109_sub/V4J3DG_maxbin.109_sub.txt:CDS: 1862
V4J3DG_vamb.219797/V4J3DG_vamb.219797.txt:CDS: 1471
V4JH2B_maxbin.095/V4JH2B_maxbin.095.txt:CDS: 1593
V4L9I1_metabat.169/V4L9I1_metabat.169.txt:CDS: 1365
V4LPYS_vamb.55663/V4LPYS_vamb.55663.txt:CDS: 1826
V549I8_metabat.10/V549I8_metabat.10.txt:CDS: 1805
V549I8_metabat.171/V549I8_metabat.171.txt:CDS: 1654
V5RT3Y_vamb.462/V5RT3Y_vamb.462.txt:CDS: 1609
V60HX3_maxbin.042/V60HX3_maxbin.042.txt:CDS: 1618
V66SVJ_maxbin.012/V66SVJ_maxbin.012.txt:CDS: 2068
V6FAO7_vamb.156067/V6FAO7_vamb.156067.txt:CDS: 1760
V6PGJM_vamb.30806/V6PGJM_vamb.30806.txt:CDS: 1858
V6SZC7_metabat.120/V6SZC7_metabat.120.txt:CDS: 1702
V6WFKS_vamb.24139/V6WFKS_vamb.24139.txt:CDS: 1931
V7FW1R_metabat.79/V7FW1R_metabat.79.txt:CDS: 1689
V7HAZ8_vamb.8294/V7HAZ8_vamb.8294.txt:CDS: 1661
V7IKOL_maxbin.064/V7IKOL_maxbin.064.txt:CDS: 1999
V7LAPG_vamb.49862/V7LAPG_vamb.49862.txt:CDS: 1613
V7OQ6K_vamb.183465/V7OQ6K_vamb.183465.txt:CDS: 1912
V88BZU_vamb.13948/V88BZU_vamb.13948.txt:CDS: 1568
V8FXNG_vamb.15986/V8FXNG_vamb.15986.txt:CDS: 1700
V8IY68_vamb.253055/V8IY68_vamb.253055.txt:CDS: 1819
V8NC3I_maxbin.032/V8NC3I_maxbin.032.txt:CDS: 1420
V8ODQ7_vamb.248458/V8ODQ7_vamb.248458.txt:CDS: 1976
V8X023_vamb.114300/V8X023_vamb.114300.txt:CDS: 1792
V90RVA_vamb.167314/V90RVA_vamb.167314.txt:CDS: 1836
V9CUTJ_vamb.197819/V9CUTJ_vamb.197819.txt:CDS: 1697
V9E7KF_maxbin.044/V9E7KF_maxbin.044.txt:CDS: 1703
V9KDRC_maxbin.137/V9KDRC_maxbin.137.txt:CDS: 1539
V9KP7B_maxbin.059/V9KP7B_maxbin.059.txt:CDS: 1876
V9Q7Z9_metabat.232/V9Q7Z9_metabat.232.txt:CDS: 1694
V9V2LZ_maxbin.119/V9V2LZ_maxbin.119.txt:CDS: 619
V9V2LZ_vamb.150001/V9V2LZ_vamb.150001.txt:CDS: 1795
VA004Z_maxbin.043_sub/VA004Z_maxbin.043_sub.txt:CDS: 1904
VA0JBX_vamb.256481/VA0JBX_vamb.256481.txt:CDS: 1843
VA0W2A_vamb.297293/VA0W2A_vamb.297293.txt:CDS: 1727
VAFLNX_vamb.298982/VAFLNX_vamb.298982.txt:CDS: 1096
VAHF8S_vamb.17588/VAHF8S_vamb.17588.txt:CDS: 1740
VALC9T_maxbin.055/VALC9T_maxbin.055.txt:CDS: 1569
VALC9T_vamb.11463/VALC9T_vamb.11463.txt:CDS: 1505
VAS0F2_metabat.121/VAS0F2_metabat.121.txt:CDS: 997
VAT7LH_maxbin.079_sub/VAT7LH_maxbin.079_sub.txt:CDS: 1807
VAT7LH_metabat.132/VAT7LH_metabat.132.txt:CDS: 1954
VB6V0F_metabat.131/VB6V0F_metabat.131.txt:CDS: 1737
VB74PZ_maxbin.046/VB74PZ_maxbin.046.txt:CDS: 1582
VBET8H_vamb.11225/VBET8H_vamb.11225.txt:CDS: 1683
VBT9YO_vamb.118756/VBT9YO_vamb.118756.txt:CDS: 1326
VBVRP6_vamb.171025/VBVRP6_vamb.171025.txt:CDS: 1238
VC2CE9_maxbin.112/VC2CE9_maxbin.112.txt:CDS: 1206
VC7BF0_vamb.203626/VC7BF0_vamb.203626.txt:CDS: 1820
VCE74N_maxbin.072/VCE74N_maxbin.072.txt:CDS: 1713
VCE74N_vamb.104867/VCE74N_vamb.104867.txt:CDS: 1700
VCPI8B_maxbin.115/VCPI8B_maxbin.115.txt:CDS: 2239
VCUGKF_metabat.141/VCUGKF_metabat.141.txt:CDS: 1708
VDENXC_maxbin.087/VDENXC_maxbin.087.txt:CDS: 1953
VDFAIC_vamb.52681/VDFAIC_vamb.52681.txt:CDS: 1766
VDHNR2_maxbin.123_sub/VDHNR2_maxbin.123_sub.txt:CDS: 667
VDHNR2_vamb.149101/VDHNR2_vamb.149101.txt:CDS: 1765
VDP9LB_metabat.18/VDP9LB_metabat.18.txt:CDS: 1544
VDSC7I_maxbin.063/VDSC7I_maxbin.063.txt:CDS: 1572
VDSC7I_metabat.85/VDSC7I_metabat.85.txt:CDS: 1354
VDTALT_vamb.11298/VDTALT_vamb.11298.txt:CDS: 1598
VDWVK3_vamb.1070/VDWVK3_vamb.1070.txt:CDS: 1556
VE0RG7_metabat.7/VE0RG7_metabat.7.txt:CDS: 1679
VE0WMY_maxbin.023/VE0WMY_maxbin.023.txt:CDS: 2261
VE3OSU_vamb.194591/VE3OSU_vamb.194591.txt:CDS: 1591
VE8VBP_vamb.290226/VE8VBP_vamb.290226.txt:CDS: 1793
VEO8N0_maxbin.008/VEO8N0_maxbin.008.txt:CDS: 1654
VEOJ4I_vamb.4608/VEOJ4I_vamb.4608.txt:CDS: 1402
VER2J7_maxbin.013/VER2J7_maxbin.013.txt:CDS: 1422
VEU81T_metabat.162/VEU81T_metabat.162.txt:CDS: 1614
VEZ7YW_maxbin.222/VEZ7YW_maxbin.222.txt:CDS: 2399
VF5J2H_metabat.23/VF5J2H_metabat.23.txt:CDS: 1960
VFESFK_vamb.38676/VFESFK_vamb.38676.txt:CDS: 1681
VFGPWM_metabat.53/VFGPWM_metabat.53.txt:CDS: 1862
VFJPCF_vamb.170554/VFJPCF_vamb.170554.txt:CDS: 1798
VFJRMI_metabat.49/VFJRMI_metabat.49.txt:CDS: 1478
VFNUW6_maxbin.025/VFNUW6_maxbin.025.txt:CDS: 1583
VFRTH4_metabat.11/VFRTH4_metabat.11.txt:CDS: 1847
VFRTH4_vamb.209160/VFRTH4_vamb.209160.txt:CDS: 1561
VG2I1V_metabat.62/VG2I1V_metabat.62.txt:CDS: 1526
VG2ZKB_maxbin.017/VG2ZKB_maxbin.017.txt:CDS: 1593
VG2ZKB_maxbin.025/VG2ZKB_maxbin.025.txt:CDS: 1443
VG442A_metabat.84/VG442A_metabat.84.txt:CDS: 1652
VG442A_vamb.38770/VG442A_vamb.38770.txt:CDS: 1520
VG71B8_vamb.30932/VG71B8_vamb.30932.txt:CDS: 1722
VG8Z98_maxbin.112/VG8Z98_maxbin.112.txt:CDS: 1348
VG8Z98_vamb.29793/VG8Z98_vamb.29793.txt:CDS: 1765
VGAIX6_metabat.35/VGAIX6_metabat.35.txt:CDS: 1415
VGJDR2_metabat.157/VGJDR2_metabat.157.txt:CDS: 1807
VGP5J1_maxbin.034/VGP5J1_maxbin.034.txt:CDS: 1489
